Table,Description_table,Field,Description,Data Type,Length,Column,Date
F03012,Customer Master by Line of Business,AIAC21,Category Code - Address Book 21,String,3,160,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIAC22,Category Code - Address Book 22,String,3,161,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIAC23,Category Code - Address Book 23,String,3,162,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIAC24,Category Code - Address Book 24,String,3,163,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIAC25,Category Code - Address Book 25,String,3,164,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIAC26,Category Code - Address Book 26,String,3,165,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIAC27,Category Code - Address Book 27,String,3,166,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIAC28,Category Code - Address Book 28,String,3,167,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIAC29,Category Code - Address Book 29,String,3,168,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIAC30,Category Code - Address Book 30,String,3,169,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AISLPG,Program Name - Shipping Labels,String,10,170,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AISLDW,Version Name - Shipping Label Program,String,10,171,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AICFPP,Configuration Pick and Pack,String,18,172,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AICFSP,Configuration Standard Carton Pack,String,18,173,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AICFDF,Default Configuration,Character,1,174,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIRQ01,Requires Packaging Code,Character,1,175,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIRQ02,Requires Weight Code,Character,1,176,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIDR03,Default Identification Code Qualifier 1,String,2,177,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIDR04,Default Identification Code Qualifier 2,String,2,178,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIRQ03,Requires Identification - Code 1,Character,1,179,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIRQ04,Requires Identification - Code 2,Character,1,180,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIRQ05,Requires Transportation Method,Character,1,181,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIRQ06,Requires Routing,Character,1,182,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIRQ07,Requires Equipment,Character,1,183,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIRQ08,Requires Reference Number 1,Character,1,184,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIDR08,Default Reference Number Qualifier 1,String,2,185,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIDR09,Default Identification Code Qualifier,String,2,186,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIRQ09,Requires Reference Number 2,Character,1,187,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIUSER,User ID,String,10,188,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIPID,Program ID,String,10,189,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIUPMJ,Date - Updated,Date,6,190,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIUPMT,Time - Last Updated,Numeric,6,191,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIJOBN,Work Station ID,String,10,192,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIPRGF,Purge Flag,Character,1,193,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIBYAL,Bypass Audit Logging,Character,1,194,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIBSC,Buying Segment Code,String,10,195,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIASHL,Allow Shipping of Held Lots,Character,1,196,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIPRSN,Preference Schedule,String,8,197,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIOPBO,OP Business Objective,String,30,198,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIAPSB,APS Business Unit,Character,1,199,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AITIER1,Tier,String,5,200,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIPWPCP,Pay When Paid Cash Receipt Threshold,Numeric,5,201,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AICUSTS,Customer Status,Character,1,202,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AISTOF,Override Sales Team Assignment,Character,1,203,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AITERRID,Territory Id,Numeric,15,204,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AICIG,Industry Group,Numeric,15,205,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AITORG,Transaction Originator,String,10,206,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIDTEE,Date  - Entered,JDE UTime,11,207,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AISYNCS,Synchronization Status,Numeric,2,208,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AICAAD,Server Status,Numeric,2,209,2025-07-15 09:36:08.224336
F03012,Customer Master by Line of Business,AIGOPASF,GOP Arrival or Ship Flag,Character,1,210,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCMCU,Business Unit,String,12,1,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCSTYL,Business Unit Type,String,2,2,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCDC,Description - Compressed,String,40,3,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCLDM,Level of Detail - Business Unit,Character,1,4,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCCO,Company,String,5,5,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCAN8,Address Number,Numeric,8,6,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCAN8O,Address Number - Job A/R,Numeric,8,7,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCCNTY,County,String,3,8,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCADDS,State,String,3,9,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCFMOD,Model Accounts and Consolidation Flag,Character,1,10,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCDL01,Description,String,30,11,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCDL02,Description 02,String,30,12,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCDL03,Description 03,String,30,13,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCDL04,Description 04,String,30,14,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP01,Division,String,3,15,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP02,Region,String,3,16,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP03,Group,String,3,17,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP04,Branch Office,String,3,18,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP05,Department Type,String,3,19,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP06,Person Responsible,String,3,20,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP07,Line of Business,String,3,21,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP08,Category Code - Business Unit 08,String,3,22,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP09,Category Code - Business Unit 09,String,3,23,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP10,Category Code - Business Unit 10,String,3,24,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP11,Category Code - Business Unit 11,String,3,25,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP12,Category Code - Business Unit 12,String,3,26,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP13,Category Code - Business Unit 13,String,3,27,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP14,Category Code - Business Unit 14,String,3,28,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP15,Category Code - Business Unit 15,String,3,29,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP16,Category Code - Business Unit 16,String,3,30,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP17,Category Code - Business Unit 17,String,3,31,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP18,Category Code - Business Unit 18,String,3,32,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP19,Category Code - Business Unit 19,String,3,33,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP20,Category Code - Business Unit 20,String,3,34,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP21,Category Code - Business Unit 21,String,10,35,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP22,Category Code - Business Unit 22,String,10,36,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP23,Category Code - Business Unit 23,String,10,37,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP24,Category Code - Business Unit 24,String,10,38,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP25,Category Code - Business Unit 25,String,10,39,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP26,Category Code - Business Unit 26,String,10,40,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP27,Category Code - Business Unit 27,String,10,41,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP28,Category Code - Business Unit 28,String,10,42,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP29,Category Code - Business Unit 29,String,10,43,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP30,Category Code - Business Unit 30,String,10,44,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCTA,Tax Area,String,10,45,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCTXJS,Tax Entity,Numeric,8,46,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCTXA1,Tax Rate/Area,String,10,47,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCEXR1,Tax Expl Code 1,String,2,48,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCTC01,Tax/Deduction Codes 01,String,4,49,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCTC02,Tax/Deduction Codes 02,String,4,50,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCTC03,Tax/Deduction Codes 03,String,4,51,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCTC04,Tax/Deduction Codes 04,String,4,52,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCTC05,Tax/Deduction Codes 05,String,4,53,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCTC06,Tax/Deduction Codes 06,String,4,54,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCTC07,Tax/Deduction Codes 07,String,4,55,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCTC08,Tax/Deduction Codes 08,String,4,56,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCTC09,Tax/Deduction Codes 09,String,4,57,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCTC10,Tax/Deduction Codes 10,String,4,58,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCND01,Tax Distributable/Non-Distr. Code 01,Character,1,59,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCND02,Tax Distributable/Non-Distr. Code 02,Character,1,60,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCND03,Tax Distributable/Non-Distr. Code 03,Character,1,61,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCND04,Tax Distributable/Non-Distr. Code 04,Character,1,62,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCND05,Tax Distributable/Non-Distr. Code 05,Character,1,63,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCND06,Tax Distributable/Non-Distr. Code 06,Character,1,64,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCND07,Tax Distributable/Non-Distr. Code 07,Character,1,65,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCND08,Tax Distributable/Non-Distr. Code 08,Character,1,66,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCND09,Tax Distributable/Non-Distr. Code 09,Character,1,67,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCND10,Tax Distributable/Non-Distr. Code 10,Character,1,68,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCCC01,Tax or Deduction Compute Status Code 01,Character,1,69,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCCC02,Tax or Deduction Compute Status Code 02,Character,1,70,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCCC03,Tax or Deduction Compute Status Code 03,Character,1,71,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCCC04,Tax or Deduction Compute Status Code 04,Character,1,72,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCCC05,Tax or Deduction Compute Status Code 05,Character,1,73,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCCC06,Tax or Deduction Compute Status Code 06,Character,1,74,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCCC07,Tax or Deduction Compute Status Code 07,Character,1,75,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCCC08,Tax or Deduction Compute Status Code 08,Character,1,76,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCCC09,Tax or Deduction Compute Status Code 09,Character,1,77,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCCC10,Tax or Deduction Compute Status Code 10,Character,1,78,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCPECC,Posting Edit - Business Unit,Character,1,79,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCALS,Allocation Summarization Method,Character,1,80,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCISS,Invoice/Stmt Summarization Method,Character,1,81,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCGLBA,G/L Bank Account,String,8,82,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCALCL,Allocation Level,String,2,83,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCLMTH,Labor Distribution Method,Character,1,84,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCLF,Labor Distribution Multiplier,Numeric,5,85,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCOBJ1,Object Account - Labor Account,String,6,86,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCOBJ2,Object Account - Premium Account,String,6,87,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCOBJ3,Object Account - Burden,String,6,88,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCSUB1,Subsidiary - Burden Cost Code,String,8,89,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCTOU,Units - Total,Numeric,15,90,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCSBLI,Subledger Inactive Code,Character,1,91,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCANPA,Supervisor,Numeric,8,92,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCCT,Contract Type,String,4,93,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCCERT,Certified Job,Character,1,94,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCMCUS,Business Unit - Subsequent,String,12,95,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCBTYP,Billing Type - Business Unit,Character,1,96,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCPC,Percent Complete,Numeric,5,97,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCPCA,Percent Complete - Aggregate Detail,Numeric,5,98,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCPCC,Amount - Cost to Complete (obsolete),Numeric,15,99,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCINTA,Interest Computation Code - A/R,String,4,100,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCINTL,Interest Comp - Late Revenue,String,4,101,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCD1J,Date - Planned Start,Date,6,102,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCD2J,Date - Actual Start,Date,6,103,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCD3J,Date - Planned Complete,Date,6,104,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCD4J,Date - Actual Complete,Date,6,105,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCD5J,Date - Other 5,Date,6,106,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCD6J,Date - Other 6,Date,6,107,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCFPDJ,Date - Final Payment (Julian),Date,6,108,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCCAC,Amount - Cost at Completion,Numeric,15,109,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCPAC,Amount - Profit at Completion,Numeric,15,110,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCEEO,Equal Employment Opportunity,Character,1,111,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCERC,Equipment Rate Code,String,2,112,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCUSER,User ID,String,10,113,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCPID,Program ID,String,10,114,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCUPMJ,Date - Updated,Date,6,115,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCJOBN,Work Station ID,String,10,116,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCUPMT,Time - Last Updated,Numeric,6,117,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCBPTP,Branch Type,String,15,118,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCAPSB,APS Business Unit,Character,1,119,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCTSBU,Target Business Unit,String,12,120,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP31,Category Code - Business Unit 31,String,10,121,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP32,Category Code - Business Unit 32,String,10,122,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP33,Category Code - Business Unit 33,String,10,123,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP34,Category Code - Business Unit 34,String,10,124,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP35,Category Code - Business Unit 35,String,10,125,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP36,Category Code - Business Unit 36,String,10,126,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP37,Category Code - Business Unit 37,String,10,127,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP38,Category Code - Business Unit 38,String,10,128,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP39,Category Code - Business Unit 39,String,10,129,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP40,Category Code - Business Unit 40,String,10,130,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP41,Category Code - Business Unit 41,String,10,131,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP42,Category Code - Business Unit 42,String,10,132,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP43,Category Code - Business Unit 43,String,10,133,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP44,Category Code - Business Unit 44,String,10,134,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP45,Category Code - Business Unit 45,String,10,135,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP46,Category Code - Business Unit 46,String,10,136,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP47,Category Code - Business Unit 47,String,10,137,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP48,Category Code - Business Unit 48,String,10,138,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP49,Category Code - Business Unit 49,String,10,139,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRP50,Category Code - Business Unit 50,String,10,140,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCAN8GCA1,Address Number1,Numeric,8,141,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCAN8GCA2,Address Number2,Numeric,8,142,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCAN8GCA3,Address Number3,Numeric,8,143,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCAN8GCA4,Address Number4,Numeric,8,144,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCAN8GCA5,Address Number5,Numeric,8,145,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCRMCU1,Related Business Unit,String,12,146,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCDOCO,Document (Order No  Invoice  etc.),Numeric,8,147,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCPCTN,Parent Contract Number,Numeric,8,148,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCCLNU,Contract Level Number,Numeric,8,149,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCBUCA,Burden Category,String,5,150,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCADJENT,Adjustment Entry,Character,1,151,2025-07-15 09:36:08.224336
F0006,Business Unit Master,MCUAFL,FAR UnAllowable Flag,Character,1,152,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWMCU,Business Unit,String,12,1,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWMCUW,Dispatch Group - Work Centers,String,12,2,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWMMCU,Branch,String,12,3,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWLOCN,Location,String,20,4,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWCRTW,Critical Work Center,Character,1,5,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWPILC,Prime Load Code,Character,1,6,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWBFPF,Pay Point Code,Character,1,7,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWDEMO,Demonstrated/Calculated Capacity,Character,1,8,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWAN8,Address Number,Numeric,8,9,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWAVRT,Replenishment Hours - Standard,Numeric,15,10,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWTRKS,Resource Offset,Numeric,15,11,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWWRHR,Hours - Work Hours Per Day,Numeric,15,12,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWWORE,Work Center Efficiency,Numeric,15,13,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWWORU,Work Center Utilization,Numeric,15,14,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWQMAD,Number of Employees,Numeric,15,15,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWNOMA,Number of Machines,Numeric,5,16,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWSQD,Standard Queue Hours,Numeric,5,17,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWMOVD,Move Hours - Standard,Numeric,5,18,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWQUED,Queue Hours - Standard,Numeric,5,19,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWSETC,Crew Size,Numeric,5,20,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWDL1,Hours Per Shift 1,Numeric,5,21,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWDL2,Hours Per Shift 2,Numeric,5,22,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWDL3,Hours Per Shift 3,Numeric,5,23,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWDE1,Shift 1 Start,Numeric,7,24,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWDE2,Shift 2 Start,Numeric,7,25,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWDE3,Shift 3 Start,Numeric,7,26,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWDC1,Shift 1 Code,Character,1,27,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWDC2,Shift 2 Code,Character,1,28,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWDC3,Shift 3 Code,Character,1,29,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWURDT,User Reserved Date,Date,6,30,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWURAT,User Reserved Amount,Numeric,15,31,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWURAB,User Reserved Number,Numeric,8,32,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWURRF,User Reserved Reference,String,15,33,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWURCD,User Reserved Code,String,2,34,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWUSER,User ID,String,10,35,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWPID,Program ID,String,10,36,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWUPMJ,Date - Updated,Date,6,37,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWTDAY,Time of Day,Numeric,6,38,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWJOBN,Work Station ID,String,10,39,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWWDCT,Work Day Calendar Type,String,10,40,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWWDCK,Work Day Calendar Key,String,10,41,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWLOMC,Location Branch,String,12,42,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWLIC,Work Center type flag,Character,1,43,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWWRH2,Hours - Work Hours Shift 2,Numeric,15,44,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWWRH3,Hours - Work Hours Shift 3,Numeric,15,45,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWWRH4,Hours - Work Hours Shift 4,Numeric,15,46,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWWRH5,Hours - Work Hours Shift 5,Numeric,15,47,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWWRH6,Hours - Work Hours Shift 6,Numeric,15,48,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWCAPU,Capacity Unit of measure,String,2,49,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWCPSD,Capacity - Standard,Numeric,15,50,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWCPMI,Capacity - Minimum,Numeric,15,51,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWCPMA,Capacity - Maximum,Numeric,15,52,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWCOLO,Completion Location,String,20,53,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWBFWC,Blending/Filling Work Center,Character,1,54,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWITML,Item Number - Previous,Numeric,8,55,2025-07-15 09:36:08.224336
F30006,Work Center Master File,IWAPSC,Constraints Flag,Character,1,56,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXTBM,Type Bill of Material,String,3,1,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXKIT,Parent (short) Item Number,Numeric,8,2,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXKITL,Kit - 2nd Item Number,String,25,3,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXKITA,3rd Item Number - Kit,String,25,4,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXMMCU,Branch,String,12,5,2025-07-15 09:36:08.224336
